country,date,ML,Low_90,High_90,Low_50,High_50
Sweden,2020-04-14,1.01,0.8,1.19,0.89,1.05
Sweden,2020-04-15,1.06,0.86,1.25,0.9500000000000001,1.11
Sweden,2020-04-16,1.1400000000000001,0.93,1.32,1.02,1.18
Sweden,2020-04-17,1.19,0.98,1.37,1.08,1.24
Sweden,2020-04-18,1.18,0.98,1.36,1.1,1.25
Sweden,2020-04-19,1.1300000000000001,0.93,1.31,1.05,1.2
Sweden,2020-04-20,1.1,0.89,1.27,1.01,1.16
Sweden,2020-04-21,1.09,0.88,1.26,0.99,1.1400000000000001
Sweden,2020-04-22,1.1300000000000001,0.92,1.3,1.04,1.19
Sweden,2020-04-23,1.19,1.0,1.37,1.09,1.24
Sweden,2020-04-24,1.2,1.0,1.37,1.1,1.25
Sweden,2020-04-25,1.1300000000000001,0.93,1.3,1.03,1.18
Sweden,2020-04-26,1.05,0.84,1.21,0.9400000000000001,1.09
Sweden,2020-04-27,0.97,0.77,1.1400000000000001,0.86,1.01
Sweden,2020-04-28,0.96,0.77,1.1400000000000001,0.86,1.01
Sweden,2020-04-29,0.98,0.79,1.16,0.89,1.04
Sweden,2020-04-30,1.04,0.85,1.22,0.9400000000000001,1.09
Sweden,2020-05-01,1.07,0.87,1.24,0.97,1.12
Sweden,2020-05-02,1.07,0.88,1.25,0.97,1.12
Switzerland,2020-03-06,3.69,1.9000000000000001,5.26,2.97,4.34
Switzerland,2020-03-07,2.99,1.78,4.03,2.45,3.37
Switzerland,2020-03-08,2.59,1.6400000000000001,3.4,2.15,2.87
Switzerland,2020-03-09,2.39,1.62,3.08,2.02,2.62
Switzerland,2020-03-10,2.41,1.74,2.99,2.1,2.61
Switzerland,2020-03-11,2.49,1.9000000000000001,2.98,2.21,2.65
Switzerland,2020-03-12,2.57,2.06,3.0,2.34,2.72
Switzerland,2020-03-13,2.9,2.49,3.29,2.69,3.02
Switzerland,2020-03-14,2.74,2.37,3.0700000000000003,2.59,2.87
Switzerland,2020-03-15,2.59,2.27,2.89,2.44,2.69
Switzerland,2020-03-16,2.35,2.07,2.63,2.2,2.43
Switzerland,2020-03-17,2.23,1.95,2.47,2.1,2.31
Switzerland,2020-03-18,2.21,1.96,2.44,2.07,2.27
Switzerland,2020-03-19,2.31,2.06,2.5100000000000002,2.19,2.37
Switzerland,2020-03-20,2.3000000000000003,2.1,2.5100000000000002,2.19,2.36
Switzerland,2020-03-21,2.32,2.1,2.49,2.24,2.39
Switzerland,2020-03-22,2.13,1.93,2.29,2.02,2.17
Switzerland,2020-03-23,1.9100000000000001,1.74,2.08,1.81,1.95
Switzerland,2020-03-24,1.68,1.51,1.84,1.61,1.74
Switzerland,2020-03-25,1.55,1.37,1.7,1.47,1.6
Switzerland,2020-03-26,1.46,1.28,1.61,1.3800000000000001,1.51
Switzerland,2020-03-27,1.44,1.27,1.59,1.35,1.48
Switzerland,2020-03-28,1.41,1.24,1.56,1.32,1.45
Switzerland,2020-03-29,1.33,1.1500000000000001,1.47,1.23,1.36
Switzerland,2020-03-30,1.22,1.06,1.37,1.12,1.25
Switzerland,2020-03-31,1.12,0.9400000000000001,1.26,1.03,1.16
Switzerland,2020-04-01,1.04,0.86,1.18,0.9500000000000001,1.08
Switzerland,2020-04-02,1.03,0.85,1.17,0.93,1.06
Switzerland,2020-04-03,1.01,0.84,1.16,0.92,1.05
Switzerland,2020-04-04,0.96,0.79,1.11,0.87,1.0
Switzerland,2020-04-05,0.89,0.73,1.05,0.81,0.9400000000000001
Switzerland,2020-04-06,0.77,0.59,0.92,0.6900000000000001,0.8200000000000001
Switzerland,2020-04-07,0.6900000000000001,0.5,0.84,0.62,0.75
Switzerland,2020-04-08,0.66,0.48,0.8200000000000001,0.56,0.7000000000000001
Switzerland,2020-04-09,0.68,0.49,0.84,0.59,0.73
Switzerland,2020-04-10,0.71,0.53,0.88,0.62,0.76
Switzerland,2020-04-11,0.7000000000000001,0.51,0.87,0.63,0.77
Switzerland,2020-04-12,0.63,0.45,0.81,0.52,0.67
Switzerland,2020-04-13,0.5700000000000001,0.37,0.74,0.46,0.61
Switzerland,2020-04-14,0.49,0.29,0.67,0.4,0.55
Switzerland,2020-04-15,0.48,0.27,0.66,0.37,0.53
Switzerland,2020-04-16,0.52,0.3,0.7000000000000001,0.41000000000000003,0.5700000000000001
Switzerland,2020-04-17,0.56,0.34,0.75,0.47000000000000003,0.63
Switzerland,2020-04-18,0.58,0.36,0.77,0.45,0.62
Switzerland,2020-04-19,0.55,0.32,0.74,0.43,0.6
Switzerland,2020-04-20,0.48,0.25,0.68,0.38,0.55
Switzerland,2020-04-21,0.46,0.24,0.67,0.33,0.51
Switzerland,2020-04-22,0.44,0.21,0.65,0.32,0.5
Switzerland,2020-04-23,0.45,0.22,0.67,0.35000000000000003,0.53
Switzerland,2020-04-24,0.47000000000000003,0.24,0.7000000000000001,0.34,0.53
Switzerland,2020-04-25,0.5,0.26,0.73,0.38,0.5700000000000001
Switzerland,2020-04-26,0.5,0.25,0.73,0.4,0.59
Switzerland,2020-04-27,0.49,0.22,0.71,0.35000000000000003,0.55
Switzerland,2020-04-28,0.47000000000000003,0.2,0.7000000000000001,0.34,0.54
Switzerland,2020-04-29,0.48,0.23,0.73,0.37,0.5700000000000001
Switzerland,2020-04-30,0.51,0.24,0.75,0.36,0.5700000000000001
Switzerland,2020-05-01,0.55,0.27,0.79,0.41000000000000003,0.62
Switzerland,2020-05-02,0.6,0.3,0.8300000000000001,0.47000000000000003,0.68
United_Kingdom,2020-03-06,2.88,0.8200000000000001,4.64,2.0,3.59
United_Kingdom,2020-03-07,2.65,1.23,3.87,2.0300000000000002,3.11
United_Kingdom,2020-03-08,2.31,1.19,3.27,1.8,2.65
United_Kingdom,2020-03-09,2.16,1.23,2.97,1.74,2.45
United_Kingdom,2020-03-10,2.15,1.34,2.84,1.79,2.4
United_Kingdom,2020-03-11,2.17,1.48,2.79,1.8900000000000001,2.42
United_Kingdom,2020-03-12,2.56,1.97,3.1,2.29,2.75
United_Kingdom,2020-03-13,2.75,2.25,3.22,2.49,2.89
United_Kingdom,2020-03-14,2.72,2.2600000000000002,3.11,2.54,2.88
United_Kingdom,2020-03-15,2.65,2.24,2.99,2.48,2.7800000000000002
United_Kingdom,2020-03-16,2.61,2.2600000000000002,2.92,2.44,2.71
United_Kingdom,2020-03-17,2.56,2.2600000000000002,2.85,2.41,2.65
United_Kingdom,2020-03-18,2.5500000000000003,2.2800000000000002,2.81,2.4,2.62
United_Kingdom,2020-03-19,2.54,2.29,2.77,2.4,2.6
United_Kingdom,2020-03-20,2.44,2.21,2.65,2.32,2.5
United_Kingdom,2020-03-21,2.33,2.1,2.5100000000000002,2.24,2.4
United_Kingdom,2020-03-22,2.21,2.0100000000000002,2.39,2.13,2.2800000000000002
United_Kingdom,2020-03-23,2.12,1.93,2.29,2.05,2.19
United_Kingdom,2020-03-24,2.15,1.96,2.3000000000000003,2.05,2.19
United_Kingdom,2020-03-25,2.25,2.08,2.4,2.16,2.29
United_Kingdom,2020-03-26,2.3000000000000003,2.13,2.43,2.22,2.34
United_Kingdom,2020-03-27,2.27,2.12,2.4,2.2,2.31
United_Kingdom,2020-03-28,2.13,1.98,2.25,2.05,2.16
United_Kingdom,2020-03-29,1.94,1.82,2.07,1.8800000000000001,1.98
United_Kingdom,2020-03-30,1.84,1.7,1.95,1.77,1.87
United_Kingdom,2020-03-31,1.78,1.6400000000000001,1.8800000000000001,1.73,1.82
United_Kingdom,2020-04-01,1.76,1.6400000000000001,1.87,1.71,1.8
United_Kingdom,2020-04-02,1.73,1.62,1.84,1.67,1.76
United_Kingdom,2020-04-03,1.72,1.6,1.82,1.6500000000000001,1.74
United_Kingdom,2020-04-04,1.59,1.48,1.69,1.55,1.6300000000000001
United_Kingdom,2020-04-05,1.42,1.3,1.51,1.37,1.45
United_Kingdom,2020-04-06,1.3,1.18,1.3900000000000001,1.24,1.32
United_Kingdom,2020-04-07,1.19,1.07,1.28,1.1400000000000001,1.22
United_Kingdom,2020-04-08,1.1500000000000001,1.03,1.24,1.1,1.18
United_Kingdom,2020-04-09,1.32,1.22,1.42,1.26,1.34
United_Kingdom,2020-04-10,1.37,1.26,1.46,1.31,1.3900000000000001
United_Kingdom,2020-04-11,1.41,1.31,1.5,1.34,1.42
United_Kingdom,2020-04-12,1.33,1.23,1.42,1.27,1.35
United_Kingdom,2020-04-13,1.12,1.02,1.21,1.06,1.1400000000000001
United_Kingdom,2020-04-14,0.9400000000000001,0.84,1.03,0.88,0.96
United_Kingdom,2020-04-15,0.84,0.75,0.9400000000000001,0.78,0.86
United_Kingdom,2020-04-16,0.79,0.68,0.88,0.73,0.81
United_Kingdom,2020-04-17,0.9500000000000001,0.84,1.04,0.89,0.97
United_Kingdom,2020-04-18,1.04,0.93,1.1300000000000001,0.98,1.06
United_Kingdom,2020-04-19,1.03,0.92,1.12,0.97,1.05
United_Kingdom,2020-04-20,0.98,0.86,1.06,0.92,1.0
United_Kingdom,2020-04-21,0.89,0.78,0.98,0.8300000000000001,0.91
United_Kingdom,2020-04-22,0.84,0.73,0.93,0.78,0.86
United_Kingdom,2020-04-23,0.86,0.75,0.9500000000000001,0.8,0.88
United_Kingdom,2020-04-24,0.91,0.8,1.0,0.85,0.93
United_Kingdom,2020-04-25,0.96,0.86,1.06,0.9,0.98
United_Kingdom,2020-04-26,0.9500000000000001,0.84,1.04,0.89,0.97
United_Kingdom,2020-04-27,0.89,0.79,0.99,0.8300000000000001,0.91
United_Kingdom,2020-04-28,0.91,0.81,1.01,0.86,0.9400000000000001
United_Kingdom,2020-04-29,1.0,0.88,1.09,0.9400000000000001,1.02
United_Kingdom,2020-04-30,1.12,1.01,1.21,1.06,1.1400000000000001
United_Kingdom,2020-05-01,1.24,1.1300000000000001,1.33,1.18,1.26
United_Kingdom,2020-05-02,1.31,1.2,1.4000000000000001,1.25,1.33
